Year,Month,Day,Value,data Completeness
2023,6,23,80,C
2023,6,24,85,C
2023,6,25,83,C
2023,6,26,83,C
2023,6,27,80,C
2023,6,28,86,C
2023,6,29,84,C
2023,6,30,82,C
2023,7,1,82,C
2023,7,2,89,C
2023,7,3,83,C
2023,7,4,82,C
2023,7,5,77,C
2023,7,6,77,C
2023,7,7,76,C
2023,7,8,76,C
2023,7,9,77,C
2023,7,10,75,C
2023,7,11,76,C
2023,7,12,74,C
2023,7,13,71,C
2023,7,14,71,C
2023,7,15,74,C
2023,7,16,75,C
2023,7,17,85,C
2023,7,18,86,C
2023,7,19,88,C
2023,7,20,80,C
2023,7,21,79,C
2023,7,22,76,C
2023,7,23,77,C
2023,7,24,76,C
2023,7,25,73,C
2023,7,26,72,C
2023,7,27,67,C
2023,7,28,72,C
2023,7,29,84,C
2023,7,30,87,C
2023,7,31,84,C
2023,8,1,80,C
2023,8,2,70,C
2023,8,3,73,C
2023,8,4,77,C
2023,8,5,79,C
2023,8,6,78,C
2023,8,7,76,C
2023,8,8,74,C
2023,8,9,76,C
2023,8,10,82,C
2023,8,11,85,C
2023,8,12,79,C
2023,8,13,84,C
2023,8,14,82,C
2023,8,15,80,C
2023,8,16,78,C
2023,8,17,82,C
2023,8,18,86,C
2023,8,19,84,C
2023,8,20,80,C
2023,8,21,82,C
2023,8,22,79,C
2023,8,23,78,C
2023,8,24,85,C
2023,8,25,83,C
2023,8,26,83,C
2023,8,27,84,C
2023,8,28,81,C
2023,8,29,83,C
2023,8,30,72,C
2023,8,31,70,C
2023,9,1,81,C
2023,9,2,92,C
2023,9,3,76,C
2023,9,4,73,C
2023,9,5,73,C
2023,9,6,72,C
2023,9,7,89,C
2023,9,8,94,C
2023,9,9,92,C
2023,9,10,93,C
2023,9,11,93,C
2023,9,12,89,C
2023,9,13,88,C
2023,9,14,92,C
2023,9,15,89,C
2023,9,16,89,C
2023,9,17,85,C
2023,9,18,80,C
2023,9,19,79,C
2023,9,20,76,C
2023,9,21,77,C
2023,9,22,75,C
2023,9,23,74,C
2023,9,24,75,C
2023,9,25,76,C
2023,9,26,75,C
2023,9,27,72,C
2023,9,28,71,C
2023,9,29,78,C
2023,9,30,75,C
2023,10,1,77,C
2023,10,2,76,C
2023,10,3,78,C
2023,10,4,73,C
2023,10,5,58,C
2023,10,6,62,C
2023,10,7,74,C
2023,10,8,87,C
2023,10,9,94,C
2023,10,10,83,C
2023,10,11,75,C
2023,10,12,72,C
2023,10,13,67,C
2023,10,14,66,C
2023,10,15,72,C
2023,10,16,70,C
2023,10,17,61,C
2023,10,18,85,C
2023,10,19,91,C
2023,10,20,82,C
2023,10,21,76,C
2023,10,22,71,C
2023,10,23,77,C
2023,10,24,76,C
2023,10,25,80,C
2023,10,26,78,C
2023,10,27,81,C
2023,10,28,85,C
2023,10,29,79,C
2023,10,30,77,C
2023,10,31,70,C
2023,11,1,70,C
2023,11,2,75,C
2023,11,3,78,C
2023,11,4,76,C
2023,11,5,77,C
2023,11,6,65,C
2023,11,7,70,C
2023,11,8,77,C
2023,11,9,81,C
2023,11,10,82,C
2023,11,11,85,C
2023,11,12,77,C
2023,11,13,67,C
2023,11,14,70,C
2023,11,15,71,C
2023,11,16,65,C
2023,11,17,37,C
2023,11,18,42,C
2023,11,19,59,C
2023,11,20,65,C
2023,11,21,70,C
2023,11,22,73,C
2023,11,23,74,C
2023,11,24,67,C
2023,11,25,66,C
2023,11,26,68,C
2023,11,27,68,C
2023,11,28,61,C
2023,11,29,73,C
2023,11,30,73,C
2023,12,1,69,C
2023,12,2,70,C
2023,12,3,73,C
2023,12,4,76,C
2023,12,5,73,C
2023,12,6,67,C
2023,12,7,47,C
2023,12,8,68,C
2023,12,9,80,C
2023,12,10,80,C
2023,12,11,85,C
2023,12,12,80,C
2023,12,13,82,C
2023,12,14,81,C
2023,12,15,81,C
2023,12,16,71,C
2023,12,17,69,C
2023,12,18,80,C
2023,12,19,75,C
2023,12,20,65,C
2023,12,21,65,C
2023,12,22,51,C
2023,12,23,58,C
2023,12,24,52,C
2023,12,25,51,C
2023,12,26,63,C
2023,12,27,62,C
2023,12,28,73,C
2023,12,29,79,C
2023,12,30,70,C
2023,12,31,73,C
