Year,Month,Day,Mean Wind Speed (km/h),data Completeness
2022.0,1.0,13.0,7.3,C
2022.0,1.0,14.0,8,C
2022.0,1.0,15.0,7,C
2022.0,1.0,16.0,5,C
2022.0,1.0,17.0,5.3,C
2022.0,1.0,18.0,5.8,C
2022.0,1.0,19.0,5.5,C
2022.0,1.0,20.0,5,C
2022.0,1.0,21.0,6.1,C
2022.0,1.0,22.0,6.3,C
2022.0,1.0,23.0,5.4,C
2022.0,1.0,24.0,5.9,C
2022.0,1.0,25.0,5.5,C
2022.0,1.0,26.0,6.3,C
2022.0,1.0,27.0,5.3,C
2022.0,1.0,28.0,7.6,C
2022.0,1.0,29.0,5.3,C
2022.0,1.0,30.0,9.8,C
2022.0,1.0,31.0,9.5,C
2022.0,2.0,1.0,6.2,C
2022.0,2.0,2.0,5.7,C
2022.0,2.0,3.0,7.3,C
2022.0,2.0,4.0,9.2,C
2022.0,2.0,5.0,8.1,C
2022.0,2.0,6.0,8.1,C
2022.0,2.0,7.0,8.8,C
2022.0,2.0,8.0,7.1,C
2022.0,2.0,9.0,5.8,C
2022.0,2.0,10.0,6.6,C
2022.0,2.0,11.0,8.8,C
2022.0,2.0,12.0,5.1,C
2022.0,2.0,13.0,5.5,C
2022.0,2.0,14.0,7,C
2022.0,2.0,15.0,5.6,C
2022.0,2.0,16.0,7.8,C
2022.0,2.0,17.0,9.5,C
2022.0,2.0,18.0,12,C
2022.0,2.0,19.0,9.4,C
2022.0,2.0,20.0,11.5,C
2022.0,2.0,21.0,7.7,C
2022.0,2.0,22.0,7.7,C
2022.0,2.0,23.0,9.5,C
2022.0,2.0,24.0,6.3,C
2022.0,2.0,25.0,4.5,C
2022.0,2.0,26.0,4.7,C
2022.0,2.0,27.0,6.1,C
2022.0,2.0,28.0,8.2,C
2022.0,3.0,1.0,5,C
2022.0,3.0,2.0,7.9,C
2022.0,3.0,3.0,11.3,C
2022.0,3.0,4.0,4.8,C
2022.0,3.0,5.0,5.3,C
2022.0,3.0,6.0,14.2,C
2022.0,3.0,7.0,10.1,C
2022.0,3.0,8.0,9.5,C
2022.0,3.0,9.0,8,C
2022.0,3.0,10.0,6.9,C
2022.0,3.0,11.0,4.2,C
2022.0,3.0,12.0,5.4,C
2022.0,3.0,13.0,4.8,C
2022.0,3.0,14.0,5.2,C
2022.0,3.0,15.0,5.4,C
2022.0,3.0,16.0,8.4,C
2022.0,3.0,17.0,6.2,C
2022.0,3.0,18.0,3.3,C
2022.0,3.0,19.0,6.2,C
2022.0,3.0,20.0,9.5,C
2022.0,3.0,21.0,7.3,C
2022.0,3.0,22.0,5.7,C
2022.0,3.0,23.0,7.3,C
2022.0,3.0,24.0,10.2,C
2022.0,3.0,25.0,12.7,C
2022.0,3.0,26.0,13.3,C
2022.0,3.0,27.0,7.1,C
2022.0,3.0,28.0,5.8,C
2022.0,3.0,29.0,5.7,C
2022.0,3.0,30.0,4.5,C
2022.0,3.0,31.0,7.5,C
2022.0,4.0,1.0,11.1,C
2022.0,4.0,2.0,11.7,C
2022.0,4.0,3.0,10.2,C
2022.0,4.0,4.0,6.6,C
2022.0,4.0,5.0,5.4,C
2022.0,4.0,6.0,5,C
2022.0,4.0,7.0,7,C
2022.0,4.0,8.0,7.1,C
2022.0,4.0,9.0,8.1,C
2022.0,4.0,10.0,4.5,C
2022.0,4.0,11.0,3.4,C
2022.0,4.0,12.0,4.4,C
2022.0,4.0,13.0,7.3,C
2022.0,4.0,14.0,6,C
2022.0,4.0,15.0,11,C
2022.0,4.0,16.0,10.3,C
2022.0,4.0,17.0,9.1,C
2022.0,4.0,18.0,6.2,C
2022.0,4.0,19.0,5.4,C
2022.0,4.0,20.0,4.9,C
2022.0,4.0,21.0,4.7,C
2022.0,4.0,22.0,4.9,C
2022.0,4.0,23.0,7.3,C
2022.0,4.0,24.0,6.9,C
2022.0,4.0,25.0,7.8,C
2022.0,4.0,26.0,7.5,C
2022.0,4.0,27.0,6.5,C
2022.0,4.0,28.0,7.1,C
2022.0,4.0,29.0,5.2,C
2022.0,4.0,30.0,6.2,C
2022.0,5.0,1.0,11.7,C
2022.0,5.0,2.0,8.5,C
2022.0,5.0,3.0,6.5,C
2022.0,5.0,4.0,7.2,C
2022.0,5.0,5.0,6.6,C
2022.0,5.0,6.0,6.9,C
2022.0,5.0,7.0,5,C
2022.0,5.0,8.0,5.7,C
2022.0,5.0,9.0,7.2,C
2022.0,5.0,10.0,5.6,C
2022.0,5.0,11.0,5.5,C
2022.0,5.0,12.0,7.8,C
2022.0,5.0,13.0,8,C
2022.0,5.0,14.0,5.8,C
2022.0,5.0,15.0,9,C
2022.0,5.0,16.0,8.8,C
2022.0,5.0,17.0,7.6,C
2022.0,5.0,18.0,6,C
2022.0,5.0,19.0,5.4,C
2022.0,5.0,20.0,6.5,C
2022.0,5.0,21.0,5.9,C
2022.0,5.0,22.0,6.5,C
2022.0,5.0,23.0,6,C
2022.0,5.0,24.0,4,C
2022.0,5.0,25.0,5.1,C
2022.0,5.0,26.0,4.2,C
2022.0,5.0,27.0,5,C
2022.0,5.0,28.0,7.8,C
2022.0,5.0,29.0,6.4,C
2022.0,5.0,30.0,4.9,C
2022.0,5.0,31.0,5.2,C
2022.0,6.0,1.0,8,C
2022.0,6.0,2.0,13,C
2022.0,6.0,3.0,12.5,C
2022.0,6.0,4.0,16.5,C
2022.0,6.0,5.0,16.8,C
2022.0,6.0,6.0,11.3,C
2022.0,6.0,7.0,7.2,C
2022.0,6.0,8.0,4.1,C
2022.0,6.0,9.0,6.4,C
2022.0,6.0,10.0,8.9,C
2022.0,6.0,11.0,5,C
2022.0,6.0,12.0,12.8,C
2022.0,6.0,13.0,17.3,C
2022.0,6.0,14.0,10.4,C
2022.0,6.0,15.0,6.8,C
2022.0,6.0,16.0,10,C
2022.0,6.0,17.0,15.7,C
2022.0,6.0,18.0,8.9,C
2022.0,6.0,19.0,10.8,C
2022.0,6.0,20.0,11.3,C
2022.0,6.0,21.0,10.7,C
2022.0,6.0,22.0,8.1,C
2022.0,6.0,23.0,7.5,C
2022.0,6.0,24.0,8.4,C
2022.0,6.0,25.0,10.7,C
2022.0,6.0,26.0,8.5,C
2022.0,6.0,27.0,8.5,C
2022.0,6.0,28.0,5.4,C
2022.0,6.0,29.0,5.8,C
2022.0,6.0,30.0,8.2,C
2022.0,7.0,1.0,16.3,C
2022.0,7.0,2.0,17.5,C
2022.0,7.0,3.0,17.5,C
2022.0,7.0,4.0,19.6,C
2022.0,7.0,5.0,15.7,C
2022.0,7.0,6.0,10.3,C
2022.0,7.0,7.0,4.4,C
2022.0,7.0,8.0,6.7,C
2022.0,7.0,9.0,7.4,C
2022.0,7.0,10.0,7.3,C
2022.0,7.0,11.0,4,C
2022.0,7.0,12.0,5.2,C
2022.0,7.0,13.0,5.7,C
2022.0,7.0,14.0,7,C
2022.0,7.0,15.0,10.1,C
2022.0,7.0,16.0,15.5,C
2022.0,7.0,17.0,16.9,C
2022.0,7.0,18.0,14.2,C
2022.0,7.0,19.0,7.8,C
2022.0,7.0,20.0,7.3,C
2022.0,7.0,21.0,5.7,C
2022.0,7.0,22.0,6.2,C
2022.0,7.0,23.0,9.5,C
2022.0,7.0,24.0,8.5,C
2022.0,7.0,25.0,9,C
2022.0,7.0,26.0,7.9,C
2022.0,7.0,27.0,8.9,C
2022.0,7.0,28.0,9.3,C
2022.0,7.0,29.0,6.9,C
2022.0,7.0,30.0,3.8,C
2022.0,7.0,31.0,6.7,C
2022.0,8.0,1.0,7.5,C
2022.0,8.0,2.0,5.7,C
2022.0,8.0,3.0,3.4,C
2022.0,8.0,4.0,3.4,C
2022.0,8.0,5.0,4,C
2022.0,8.0,6.0,4.3,C
2022.0,8.0,7.0,8,C
2022.0,8.0,8.0,5.3,C
2022.0,8.0,9.0,11.9,C
2022.0,8.0,10.0,13.3,C
2022.0,8.0,11.0,8.4,C
2022.0,8.0,12.0,3.4,C
2022.0,8.0,13.0,3.2,C
2022.0,8.0,14.0,4.2,C
2022.0,8.0,15.0,4.6,C
2022.0,8.0,16.0,5.8,C
2022.0,8.0,17.0,4.7,C
2022.0,8.0,18.0,3.4,C
2022.0,8.0,19.0,5.4,C
2022.0,8.0,20.0,10,C
2022.0,8.0,21.0,6.8,C
2022.0,8.0,22.0,6.8,C
2022.0,8.0,23.0,4,C
2022.0,8.0,24.0,10.5,C
2022.0,8.0,25.0,11.2,C
2022.0,8.0,26.0,5.8,C
2022.0,8.0,27.0,5.6,C
2022.0,8.0,28.0,6.8,C
2022.0,8.0,29.0,4.4,C
2022.0,8.0,30.0,3.6,C
2022.0,8.0,31.0,3.1,C
2022.0,9.0,1.0,4.5,C
2022.0,9.0,2.0,8.2,C
2022.0,9.0,3.0,7.1,C
2022.0,9.0,4.0,7.1,C
2022.0,9.0,5.0,4.8,C
2022.0,9.0,6.0,5.3,C
2022.0,9.0,7.0,6.1,C
2022.0,9.0,8.0,7.1,C
2022.0,9.0,9.0,4.3,C
2022.0,9.0,10.0,4.9,C
2022.0,9.0,11.0,4,C
2022.0,9.0,12.0,2.9,C
2022.0,9.0,13.0,2.9,C
2022.0,9.0,14.0,3.6,C
2022.0,9.0,15.0,5.6,C
2022.0,9.0,16.0,3.3,C
2022.0,9.0,17.0,6.1,C
2022.0,9.0,18.0,5,C
2022.0,9.0,19.0,6.8,C
2022.0,9.0,20.0,5.6,C
2022.0,9.0,21.0,8,C
2022.0,9.0,22.0,5.9,C
2022.0,9.0,23.0,4,C
2022.0,9.0,24.0,7.3,C
2022.0,9.0,25.0,5.5,C
2022.0,9.0,26.0,7.3,C
2022.0,9.0,27.0,11.8,C
2022.0,9.0,28.0,11.4,C
2022.0,9.0,29.0,8.5,C
2022.0,9.0,30.0,5.9,C
2022.0,10.0,1.0,5.7,C
2022.0,10.0,2.0,5.6,C
2022.0,10.0,3.0,4.4,C
2022.0,10.0,4.0,3.5,C
2022.0,10.0,5.0,7,C
2022.0,10.0,6.0,8.5,C
2022.0,10.0,7.0,6.1,C
2022.0,10.0,8.0,6.9,C
2022.0,10.0,9.0,8.6,C
2022.0,10.0,10.0,12.8,C
2022.0,10.0,11.0,5.7,C
2022.0,10.0,12.0,5.9,C
2022.0,10.0,13.0,5.6,C
2022.0,10.0,14.0,6.5,C
2022.0,10.0,15.0,6.4,C
2022.0,10.0,16.0,11.5,C
2022.0,10.0,17.0,17.5,C
2022.0,10.0,18.0,17.5,C
2022.0,10.0,19.0,9.2,C
2022.0,10.0,20.0,8.3,C
2022.0,10.0,21.0,6.8,C
2022.0,10.0,22.0,4.6,C
2022.0,10.0,23.0,6.8,C
2022.0,10.0,24.0,8.2,C
2022.0,10.0,25.0,9.7,C
2022.0,10.0,26.0,8.2,C
2022.0,10.0,27.0,6.7,C
2022.0,10.0,28.0,7.1,C
2022.0,10.0,29.0,8.8,C
2022.0,10.0,30.0,12.5,C
2022.0,10.0,31.0,17.1,C
2022.0,11.0,1.0,18,C
2022.0,11.0,2.0,15,C
2022.0,11.0,3.0,7.8,C
2022.0,11.0,4.0,7,C
2022.0,11.0,5.0,8.5,C
2022.0,11.0,6.0,6.1,C
2022.0,11.0,7.0,5.3,C
2022.0,11.0,8.0,6.9,C
2022.0,11.0,9.0,4.9,C
2022.0,11.0,10.0,4,C
2022.0,11.0,11.0,4.6,C
2022.0,11.0,12.0,3.3,C
2022.0,11.0,13.0,3.8,C
2022.0,11.0,14.0,6.5,C
2022.0,11.0,15.0,6.1,C
2022.0,11.0,16.0,8.1,C
2022.0,11.0,17.0,5.9,C
2022.0,11.0,18.0,4.8,C
2022.0,11.0,19.0,4.3,C
2022.0,11.0,20.0,6.8,C
2022.0,11.0,21.0,7,C
2022.0,11.0,22.0,5,C
2022.0,11.0,23.0,6.1,C
2022.0,11.0,24.0,6,C
2022.0,11.0,25.0,6.2,C
2022.0,11.0,26.0,4.8,C
2022.0,11.0,27.0,8.1,C
2022.0,11.0,28.0,5.5,C
2022.0,11.0,29.0,2.8,C
2022.0,11.0,30.0,7.4,C
2022.0,12.0,1.0,9.8,C
2022.0,12.0,2.0,8.5,C
2022.0,12.0,3.0,6.9,C
2022.0,12.0,4.0,6.6,C
2022.0,12.0,5.0,9.6,C
2022.0,12.0,6.0,6.9,C
2022.0,12.0,7.0,6,C
2022.0,12.0,8.0,4.3,C
2022.0,12.0,9.0,6.2,C
2022.0,12.0,10.0,7.8,C
2022.0,12.0,11.0,8.7,C
2022.0,12.0,12.0,10.2,C
2022.0,12.0,13.0,7.9,C
2022.0,12.0,14.0,7.5,C
2022.0,12.0,15.0,4.9,C
2022.0,12.0,16.0,7,C
2022.0,12.0,17.0,18.1,C
2022.0,12.0,18.0,16.3,C
2022.0,12.0,19.0,5,C
2022.0,12.0,20.0,4.7,C
2022.0,12.0,21.0,6.9,C
2022.0,12.0,22.0,7.4,C
2022.0,12.0,23.0,5.9,C
2022.0,12.0,24.0,4,C
2022.0,12.0,25.0,4.7,C
2022.0,12.0,26.0,4.5,C
2022.0,12.0,27.0,5,C
2022.0,12.0,28.0,5.5,C
2022.0,12.0,29.0,6.7,C
2022.0,12.0,30.0,8.2,C
2022.0,12.0,31.0,7.7,C
2023.0,1.0,1.0,7.1,C
2023.0,1.0,2.0,7.2,C
2023.0,1.0,3.0,6.7,C
2023.0,1.0,4.0,6.9,C
2023.0,1.0,5.0,5.3,C
2023.0,1.0,6.0,8.1,C
2023.0,1.0,7.0,6.9,C
2023.0,1.0,8.0,7.2,C
2023.0,1.0,9.0,5.3,C
2023.0,1.0,10.0,6.1,C
2023.0,1.0,11.0,6.5,C
2023.0,1.0,12.0,9.5,C
2023.0,1.0,13.0,3.6,C
2023.0,1.0,14.0,6,C
2023.0,1.0,15.0,7.7,C
2023.0,1.0,16.0,9,C
2023.0,1.0,17.0,6.5,C
2023.0,1.0,18.0,6.3,C
2023.0,1.0,19.0,4.3,C
2023.0,1.0,20.0,6.7,C
2023.0,1.0,21.0,9.7,C
2023.0,1.0,22.0,4.7,C
2023.0,1.0,23.0,3.6,C
2023.0,1.0,24.0,17.8,C
2023.0,1.0,25.0,8.7,C
2023.0,1.0,26.0,5.8,C
2023.0,1.0,27.0,13.2,C
2023.0,1.0,28.0,11.3,C
2023.0,1.0,29.0,7.2,C
2023.0,1.0,30.0,4.4,C
2023.0,1.0,31.0,5,C
2023.0,2.0,1.0,6.2,C
2023.0,2.0,2.0,8.1,C
2023.0,2.0,3.0,8,C
2023.0,2.0,4.0,6.2,C
2023.0,2.0,5.0,6.1,C
2023.0,2.0,6.0,4.6,C
2023.0,2.0,7.0,4.3,C
2023.0,2.0,8.0,8.1,C
2023.0,2.0,9.0,6.2,#
2023.0,2.0,10.0,4.3,C
2023.0,2.0,11.0,9.8,C
2023.0,2.0,12.0,6.6,C
2023.0,2.0,13.0,4.8,C
2023.0,2.0,14.0,10.8,C
2023.0,2.0,15.0,9.4,C
2023.0,2.0,16.0,8.5,C
2023.0,2.0,17.0,6.1,C
2023.0,2.0,18.0,3.6,C
2023.0,2.0,19.0,5,C
2023.0,2.0,20.0,8.4,C
2023.0,2.0,21.0,9.3,C
2023.0,2.0,22.0,7.8,C
2023.0,2.0,23.0,4.8,C
2023.0,2.0,24.0,6.5,C
2023.0,2.0,25.0,13.4,C
2023.0,2.0,26.0,8.8,C
2023.0,2.0,27.0,8.1,C
2023.0,2.0,28.0,6.9,C
2023.0,3.0,1.0,4.6,C
2023.0,3.0,2.0,7.9,C
2023.0,3.0,3.0,6.3,C
2023.0,3.0,4.0,4.2,C
2023.0,3.0,5.0,5.4,C
2023.0,3.0,6.0,5.4,C
2023.0,3.0,7.0,3.9,C
2023.0,3.0,8.0,3.5,C
2023.0,3.0,9.0,3,C
2023.0,3.0,10.0,4.9,C
2023.0,3.0,11.0,5.5,C
2023.0,3.0,12.0,6.5,C
2023.0,3.0,13.0,7.3,C
2023.0,3.0,14.0,6.2,C
2023.0,3.0,15.0,3.2,C
2023.0,3.0,16.0,4.5,C
2023.0,3.0,17.0,5.6,C
2023.0,3.0,18.0,5.6,C
2023.0,3.0,19.0,5.8,C
2023.0,3.0,20.0,5.3,C
2023.0,3.0,21.0,7.3,C
2023.0,3.0,22.0,14.8,C
2023.0,3.0,23.0,13.8,C
2023.0,3.0,24.0,7.9,C
2023.0,3.0,25.0,8.4,C
2023.0,3.0,26.0,5.5,C
2023.0,3.0,27.0,7.1,C
2023.0,3.0,28.0,5.6,C
2023.0,3.0,29.0,4.9,C
2023.0,3.0,30.0,5.8,C
2023.0,3.0,31.0,6.6,C
2023.0,4.0,1.0,6.6,C
2023.0,4.0,2.0,5.8,C
2023.0,4.0,3.0,9.5,C
2023.0,4.0,4.0,7.3,C
2023.0,4.0,5.0,8,C
2023.0,4.0,6.0,8.7,C
2023.0,4.0,7.0,7.4,C
2023.0,4.0,8.0,6.3,C
2023.0,4.0,9.0,4.6,C
2023.0,4.0,10.0,6,C
2023.0,4.0,11.0,4.9,C
2023.0,4.0,12.0,4.5,C
2023.0,4.0,13.0,9.8,C
2023.0,4.0,14.0,5.5,C
2023.0,4.0,15.0,4.4,C
2023.0,4.0,16.0,4.3,C
2023.0,4.0,17.0,5.5,C
2023.0,4.0,18.0,6.5,C
2023.0,4.0,19.0,10.9,C
2023.0,4.0,20.0,5.4,C
2023.0,4.0,21.0,5.8,C
2023.0,4.0,22.0,10.1,C
2023.0,4.0,23.0,8.6,C
2023.0,4.0,24.0,4.6,C
2023.0,4.0,25.0,5.5,C
2023.0,4.0,26.0,8.1,C
2023.0,4.0,27.0,7.8,C
2023.0,4.0,28.0,5.9,C
2023.0,4.0,29.0,4.2,C
2023.0,4.0,30.0,6.8,C
2023.0,5.0,1.0,7.6,C
2023.0,5.0,2.0,5.3,C
2023.0,5.0,3.0,5.8,C
2023.0,5.0,4.0,6.1,C
2023.0,5.0,5.0,7.4,C
2023.0,5.0,6.0,11.3,C
2023.0,5.0,7.0,7.7,C
2023.0,5.0,8.0,7.4,C
2023.0,5.0,9.0,7.7,C
2023.0,5.0,10.0,7.5,C
2023.0,5.0,11.0,3.8,C
2023.0,5.0,12.0,4.8,C
2023.0,5.0,13.0,2.8,C
2023.0,5.0,14.0,4.2,C
2023.0,5.0,15.0,4.8,C
2023.0,5.0,16.0,4.3,C
2023.0,5.0,17.0,7.2,C
2023.0,5.0,18.0,11.5,C
2023.0,5.0,19.0,6.9,C
2023.0,5.0,20.0,7,C
2023.0,5.0,21.0,12.4,C
2023.0,5.0,22.0,13.8,C
2023.0,5.0,23.0,8.3,C
2023.0,5.0,24.0,7.8,C
2023.0,5.0,25.0,7.2,C
2023.0,5.0,26.0,5.5,C
2023.0,5.0,27.0,7.3,C
2023.0,5.0,28.0,5.8,C
2023.0,5.0,29.0,5.4,C
2023.0,5.0,30.0,4.1,C
2023.0,5.0,31.0,4,C
2023.0,6.0,1.0,4.5,C
2023.0,6.0,2.0,9.8,C
2023.0,6.0,3.0,6.2,C
2023.0,6.0,4.0,7.5,C
2023.0,6.0,5.0,8.4,C
2023.0,6.0,6.0,5.5,C
2023.0,6.0,7.0,4,C
2023.0,6.0,8.0,4.4,C
2023.0,6.0,9.0,5.3,C
2023.0,6.0,10.0,3.4,C
2023.0,6.0,11.0,5.1,C
2023.0,6.0,12.0,6.4,C
2023.0,6.0,13.0,3.8,C
2023.0,6.0,14.0,3.5,C
2023.0,6.0,15.0,2.3,C
2023.0,6.0,16.0,5.7,C
2023.0,6.0,17.0,2.7,C
2023.0,6.0,18.0,4.3,C
2023.0,6.0,19.0,9.9,C
2023.0,6.0,20.0,11.8,C
2023.0,6.0,21.0,14.8,C
2023.0,6.0,22.0,13.1,C
2023.0,6.0,23.0,8.1,C
2023.0,6.0,24.0,5.5,C
2023.0,6.0,25.0,5,C
2023.0,6.0,26.0,5.3,C
2023.0,6.0,27.0,5.5,C
2023.0,6.0,28.0,4.3,C
2023.0,6.0,29.0,4,C
2023.0,6.0,30.0,7.3,C
2023.0,7.0,1.0,4.5,C
2023.0,7.0,2.0,3.5,C
2023.0,7.0,3.0,5.5,C
2023.0,7.0,4.0,6.5,C
2023.0,7.0,5.0,11.9,C
2023.0,7.0,6.0,13.3,C
2023.0,7.0,7.0,12.8,C
2023.0,7.0,8.0,12.3,C
2023.0,7.0,9.0,13.9,C
2023.0,7.0,10.0,13.1,C
2023.0,7.0,11.0,10.8,C
2023.0,7.0,12.0,6.6,C
2023.0,7.0,13.0,5.2,C
2023.0,7.0,14.0,4.9,C
2023.0,7.0,15.0,6,C
2023.0,7.0,16.0,10.9,C
2023.0,7.0,17.0,16.6,C
2023.0,7.0,18.0,13.1,C
2023.0,7.0,19.0,5.5,C
2023.0,7.0,20.0,5.9,C
2023.0,7.0,21.0,3.4,C
2023.0,7.0,22.0,4.1,C
2023.0,7.0,23.0,4.5,C
2023.0,7.0,24.0,3.4,C
2023.0,7.0,25.0,4.3,C
2023.0,7.0,26.0,3.7,C
2023.0,7.0,27.0,5.8,C
2023.0,7.0,28.0,5.6,C
2023.0,7.0,29.0,6.8,C
2023.0,7.0,30.0,3.8,C
2023.0,7.0,31.0,6.6,C
2023.0,8.0,1.0,4.3,C
2023.0,8.0,2.0,4.6,C
2023.0,8.0,3.0,7,C
2023.0,8.0,4.0,14.6,C
2023.0,8.0,5.0,12.2,C
2023.0,8.0,6.0,11.7,C
2023.0,8.0,7.0,7.9,C
2023.0,8.0,8.0,8.4,C
2023.0,8.0,9.0,10,C
2023.0,8.0,10.0,6,C
2023.0,8.0,11.0,8.9,C
2023.0,8.0,12.0,7.6,C
2023.0,8.0,13.0,6.3,C
2023.0,8.0,14.0,9.1,C
2023.0,8.0,15.0,11,C
2023.0,8.0,16.0,12.7,C
2023.0,8.0,17.0,8.7,C
2023.0,8.0,18.0,6.5,C
2023.0,8.0,19.0,6.3,C
2023.0,8.0,20.0,3.3,C
2023.0,8.0,21.0,3.4,C
2023.0,8.0,22.0,5.3,C
2023.0,8.0,23.0,5.5,C
2023.0,8.0,24.0,3.9,C
2023.0,8.0,25.0,3.3,C
2023.0,8.0,26.0,3,C
2023.0,8.0,27.0,3.9,C
2023.0,8.0,28.0,3.8,C
2023.0,8.0,29.0,4.4,C
2023.0,8.0,30.0,7.6,C
2023.0,8.0,31.0,7.9,C
2023.0,9.0,1.0,14.9,C
2023.0,9.0,2.0,16.1,C
2023.0,9.0,3.0,6.6,C
2023.0,9.0,4.0,4.7,C
2023.0,9.0,5.0,2.4,C
2023.0,9.0,6.0,4,C
2023.0,9.0,7.0,5.9,C
2023.0,9.0,8.0,6,C
2023.0,9.0,9.0,6,C
2023.0,9.0,10.0,6.2,C
2023.0,9.0,11.0,4.5,C
2023.0,9.0,12.0,4.5,C
2023.0,9.0,13.0,4.7,C
2023.0,9.0,14.0,3.1,C
2023.0,9.0,15.0,4.1,C
2023.0,9.0,16.0,5.2,C
2023.0,9.0,17.0,4.5,C
2023.0,9.0,18.0,4.3,C
2023.0,9.0,19.0,2.9,C
2023.0,9.0,20.0,4.7,C
2023.0,9.0,21.0,4.3,C
2023.0,9.0,22.0,4.1,C
2023.0,9.0,23.0,6.2,C
2023.0,9.0,24.0,7.7,C
2023.0,9.0,25.0,7.8,C
2023.0,9.0,26.0,8.1,C
2023.0,9.0,27.0,6.9,C
2023.0,9.0,28.0,8.3,C
2023.0,9.0,29.0,7,C
2023.0,9.0,30.0,3.4,C
2023.0,10.0,1.0,5,C
2023.0,10.0,2.0,7.7,C
2023.0,10.0,3.0,6.4,C
2023.0,10.0,4.0,3.7,C
2023.0,10.0,5.0,9.3,C
2023.0,10.0,6.0,9.3,C
2023.0,10.0,7.0,11.8,C
2023.0,10.0,8.0,16.8,C
2023.0,10.0,9.0,8.6,C
2023.0,10.0,10.0,7.5,C
2023.0,10.0,11.0,8.1,C
2023.0,10.0,12.0,6.9,C
2023.0,10.0,13.0,6.8,C
2023.0,10.0,14.0,4.4,C
2023.0,10.0,15.0,5.8,C
2023.0,10.0,16.0,8.2,C
2023.0,10.0,17.0,8.3,C
2023.0,10.0,18.0,6.3,C
2023.0,10.0,19.0,3.5,C
2023.0,10.0,20.0,6.6,C
2023.0,10.0,21.0,8.3,C
2023.0,10.0,22.0,6.4,C
2023.0,10.0,23.0,5.9,C
2023.0,10.0,24.0,4.9,C
2023.0,10.0,25.0,4.4,C
2023.0,10.0,26.0,4.1,C
2023.0,10.0,27.0,4.6,C
2023.0,10.0,28.0,6.4,C
2023.0,10.0,29.0,6.4,C
2023.0,10.0,30.0,5,C
2023.0,10.0,31.0,6.3,C
2023.0,11.0,1.0,5.3,C
2023.0,11.0,2.0,5.1,C
2023.0,11.0,3.0,3.5,C
2023.0,11.0,4.0,3.5,C
2023.0,11.0,5.0,3.5,C
2023.0,11.0,6.0,5.4,C
2023.0,11.0,7.0,6.3,C
2023.0,11.0,8.0,6.1,C
2023.0,11.0,9.0,4.8,C
2023.0,11.0,10.0,5.6,C
2023.0,11.0,11.0,6.9,C
2023.0,11.0,12.0,8.7,C
2023.0,11.0,13.0,9.8,C
2023.0,11.0,14.0,5.8,C
2023.0,11.0,15.0,6.4,C
2023.0,11.0,16.0,10.3,C
2023.0,11.0,17.0,13.5,C
2023.0,11.0,18.0,6.2,C
2023.0,11.0,19.0,2.9,C
2023.0,11.0,20.0,3.4,C
2023.0,11.0,21.0,4,C
2023.0,11.0,22.0,2.7,C
2023.0,11.0,23.0,3,C
2023.0,11.0,24.0,8,C
2023.0,11.0,25.0,8,C
2023.0,11.0,26.0,4.9,C
2023.0,11.0,27.0,2.8,C
2023.0,11.0,28.0,6.7,C
2023.0,11.0,29.0,3.7,C
2023.0,11.0,30.0,6.3,C
2023.0,12.0,1.0,9.5,C
2023.0,12.0,2.0,5,C
2023.0,12.0,3.0,5,C
2023.0,12.0,4.0,4.6,C
2023.0,12.0,5.0,3.9,C
2023.0,12.0,6.0,5.4,C
2023.0,12.0,7.0,4.3,C
2023.0,12.0,8.0,3.6,C
2023.0,12.0,9.0,4.3,C
2023.0,12.0,10.0,7.1,C
2023.0,12.0,11.0,2.8,C
2023.0,12.0,12.0,5.7,C
2023.0,12.0,13.0,7,C
2023.0,12.0,14.0,6.3,C
2023.0,12.0,15.0,4.8,C
2023.0,12.0,16.0,9.8,C
2023.0,12.0,17.0,8.6,C
2023.0,12.0,18.0,5.3,C
2023.0,12.0,19.0,8.6,C
2023.0,12.0,20.0,10.6,C
2023.0,12.0,21.0,10.8,C
2023.0,12.0,22.0,9,C
2023.0,12.0,23.0,8,C
2023.0,12.0,24.0,7.2,C
2023.0,12.0,25.0,5.3,C
2023.0,12.0,26.0,3.8,C
2023.0,12.0,27.0,3,C
2023.0,12.0,28.0,3.7,C
2023.0,12.0,29.0,5.9,C
2023.0,12.0,30.0,4,C
2023.0,12.0,31.0,3.8,C
